ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
49.0351,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
26.52792,6.52091,4.611073,6.489857,4.588929,15.98893,0.2756872,3.105008,0.4096966,NONE
26.50125,6.520908,4.611072,6.489858,4.58893,15.98893,0.2757047,3.105008,0.4240287,NONE
26.49564,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757089,3.105008,0.4287218,NONE
26.48543,6.520902,4.611067,6.489865,4.588934,15.98893,0.2757446,3.105021,0.503359,NONE
26.48622,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757464,3.105031,0.6014017,NONE
26.48787,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757485,3.105052,0.704213,NONE
26.48729,6.520883,4.611053,6.489884,4.588949,15.98895,0.2757443,3.105071,0.801882,NONE
26.48771,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757469,3.105101,0.9042434,NONE
26.48761,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757421,3.105109,1.002456,NONE
26.48773,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757472,3.105146,1.100405,NONE
26.48715,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757452,3.105174,1.20043,NONE
26.4875,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757427,3.105182,1.302017,NONE
26.48783,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757478,3.10521,1.403522,NONE
26.48731,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757469,3.105247,1.50053,NONE
26.48729,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757432,3.105268,1.603623,NONE
26.48758,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757449,3.105278,1.701875,NONE
26.4878,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757484,3.105323,1.802629,NONE
26.48741,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757464,3.105349,1.900466,NONE
26.48752,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757431,3.105358,2.001344,NONE
26.48767,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105369,2.100802,NONE
26.48789,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757488,3.105418,2.20317,NONE
26.48734,6.520868,4.611042,6.489899,4.588959,15.98896,0.275746,3.105444,2.30336,NONE
26.48733,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757456,3.105468,2.40244,NONE
26.48757,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105467,2.502121,NONE
26.48786,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757483,3.105506,2.603094,NONE
26.48759,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105527,2.701657,NONE
26.48756,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105527,2.800609,ACCELERATE
26.48792,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757493,3.105574,2.903607,ACCELERATE
26.48731,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757459,3.105599,3.001114,ACCELERATE
26.26032,6.520889,4.611039,6.489878,4.588962,15.98896,0.2757274,3.145859,3.103154,ACCELERATE
25.90764,6.520947,4.611031,6.48982,4.588971,15.98897,0.2757049,3.326329,3.202338,ACCELERATE
25.73265,6.521017,4.611023,6.489751,4.588978,15.98898,0.2756988,3.64835,3.302366,ACCELERATE
22.76613,6.5212,4.611029,6.489569,4.588973,15.98897,0.286617,4.092109,3.401152,ACCELERATE
25.43204,6.521392,4.611064,6.489377,4.588937,15.98893,0.2780337,4.66749,3.502329,ACCELERATE
24.43298,6.521529,4.611132,6.48924,4.58887,15.98887,0.2800699,5.361719,3.603025,ACCELERATE
25.19048,6.521669,4.611197,6.4891,4.588805,15.9888,0.2788635,6.161718,3.703208,ACCELERATE
24.59801,6.521888,4.611268,6.488882,4.588733,15.98873,0.279333,7.065886,3.804013,ACCELERATE
24.79778,6.467084,4.607704,6.544649,4.592564,15.99317,0.279061,8.027643,3.90165,RIGHT_ACCELERATE
24.52144,6.04587,4.552663,7.058015,4.666711,16.06119,0.2792198,9.097103,4.002664,RIGHT_ACCELERATE
24.63423,5.707215,4.427067,7.542658,4.816114,16.19893,0.2791341,10.19986,4.101094,ACCELERATE
24.61175,5.52309,4.285073,7.767165,4.958299,16.34037,0.279178,11.38642,4.201413,ACCELERATE
24.61223,5.344463,4.145675,7.983338,5.097506,16.47839,0.279155,12.64334,4.302814,ACCELERATE
24.58496,5.170295,4.010093,8.194302,5.23297,16.6135,0.2791638,13.93462,4.403008,ACCELERATE
24.57432,4.999391,3.877244,8.401435,5.365746,16.74565,0.2791576,15.2343,4.500668,ACCELERATE
24.55861,4.823396,3.740548,8.614812,5.502388,16.8818,0.2791606,16.59741,4.600357,ACCELERATE
24.54962,4.643635,3.600995,8.832801,5.641901,17.02058,0.2791575,18.00274,4.700778,ACCELERATE
24.53704,4.460121,3.458575,9.055367,5.784291,17.16244,0.279161,19.4499,4.802166,ACCELERATE
23.85707,4.27486,3.314826,9.280064,5.928013,17.30598,0.2791578,20.92138,4.903547,ACCELERATE
22.41045,4.093667,3.174254,9.499836,6.068563,17.44627,0.2791586,22.36401,5.001567,ACCELERATE
20.93499,3.909187,3.031146,9.723585,6.211652,17.58824,0.2791588,23.82706,5.100263,ACCELERATE
19.41667,3.71959,2.88408,9.953547,6.3587,17.73468,0.2791605,25.33858,5.202215,ACCELERATE
17.9319,3.534353,2.740404,10.17821,6.502358,17.87776,0.2791592,26.81695,5.301929,ACCELERATE
16.42299,3.346234,2.594501,10.40635,6.648246,18.02278,0.2791599,28.31661,5.403079,ACCELERATE
14.94601,3.162193,2.451766,10.66405,6.790965,18.16491,0.2791607,29.7872,5.502266,ACCELERATE
13.45381,2.976332,2.307625,11.15742,6.935091,18.30801,0.2791601,31.26861,5.602184,ACCELERATE
11.9934,2.794488,2.166605,12.05689,7.076097,18.44853,0.2791604,32.72376,5.700331,ACCELERATE
10.50368,2.609045,2.022796,14.20665,7.219891,18.59183,0.2791617,34.20816,5.80045,ACCELERATE
8.992118,2.415635,1.876922,31.69306,7.365749,18.7379,0.2791598,35.72161,5.902529,ACCELERATE
7.513057,2.183818,1.734225,31.5364,7.526586,18.87909,0.2791599,37.18483,6.001218,ACCELERATE
6.428267,1.928808,1.563379,30.12743,7.736681,19.00204,0.2791598,38.69255,6.102805,LEFT_ACCELERATE
6.492952,1.807699,1.428016,30.65388,7.830252,19.00205,0.2791731,40.16739,6.20199,LEFT_ACCELERATE
7.854798,1.913493,1.416153,33.2989,7.782191,18.79831,0.2791966,41.63713,6.301918,LEFT_ACCELERATE
10.86071,2.372452,1.598254,13.98604,7.650022,18.33843,0.2792143,43.03615,6.401222,LEFT_ACCELERATE
14.56435,3.270277,1.987062,9.94017,7.468407,17.62397,0.2792189,44.31437,6.500077,LEFT_ACCELERATE
18.07282,4.659155,2.622869,8.105523,7.15611,16.64077,0.2792073,45.49986,6.60408,LEFT_ACCELERATE
19.95815,5.94283,3.319833,7.025223,6.620414,15.56646,0.2791886,46.49766,6.702796,LEFT_ACCELERATE
20.10821,6.740504,3.958964,6.348345,5.874946,14.42815,0.2791739,47.44383,6.802217,LEFT_ACCELERATE
19.75197,7.231484,4.484573,5.849266,5.180656,13.2668,0.2791642,48.38633,6.902664,LEFT_ACCELERATE
20.97099,8.071399,5.064003,5.095274,4.629667,12.05427,0.2791735,49.22559,7.001839,LEFT_ACCELERATE
