ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
49.0351,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
26.52792,6.52091,4.611073,6.489857,4.588929,15.98893,0.275708,3.105008,0.4277625,NONE
26.49457,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757233,3.105008,0.4476016,NONE
26.4898,6.520905,4.611069,6.489862,4.588933,15.98893,0.2757259,3.105008,0.452008,NONE
26.48586,6.520902,4.611067,6.489865,4.588934,15.98893,0.2757425,3.105006,0.5006341,NONE
26.48647,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757459,3.105007,0.6023979,NONE
26.48778,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757482,3.105026,0.7036816,NONE
26.48734,6.520883,4.611053,6.489884,4.588949,15.98895,0.2757471,3.105058,0.8006883,NONE
26.48723,6.520876,4.611048,6.489891,4.588953,15.98895,0.2757421,3.105067,0.902222,NONE
26.48777,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757479,3.105103,1.00179,NONE
26.48765,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105121,1.100498,NONE
26.48733,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105149,1.200865,NONE
26.48771,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757468,3.105183,1.303316,NONE
26.4874,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757446,3.105207,1.401386,NONE
26.48764,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105225,1.500019,NONE
26.48758,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.105234,1.602033,NONE
26.48782,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757488,3.105278,1.702897,NONE
26.48738,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757453,3.105306,1.803619,NONE
26.48756,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757424,3.105305,1.900257,NONE
26.48779,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757483,3.105344,2.003098,NONE
26.48744,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757446,3.105366,2.102389,ACCELERATE
26.48758,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757428,3.105373,2.202875,ACCELERATE
26.48771,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757469,3.105396,2.301477,ACCELERATE
26.48748,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757465,3.105436,2.402983,ACCELERATE
26.48763,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757423,3.105435,2.503346,ACCELERATE
26.48783,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757476,3.105462,2.603755,ACCELERATE
26.48782,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757472,3.105502,2.7035,ACCELERATE
26.48733,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105515,2.800773,ACCELERATE
26.48788,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757469,3.105549,2.901531,ACCELERATE
26.48734,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105568,3.00023,ACCELERATE
26.2746,6.520888,4.611039,6.48988,4.588962,15.98896,0.2757276,3.142409,3.100318,ACCELERATE
25.91146,6.520944,4.61103,6.489823,4.588972,15.98897,0.2757058,3.321855,3.200659,ACCELERATE
25.73258,6.521017,4.611023,6.48975,4.588978,15.98898,0.275698,3.650551,3.302931,ACCELERATE
22.90257,6.521194,4.611029,6.489574,4.588973,15.98897,0.2870158,4.088049,3.400379,ACCELERATE
25.41858,6.521392,4.611064,6.489377,4.588937,15.98893,0.2779872,4.665955,3.5021,ACCELERATE
24.5541,6.52153,4.61113,6.489241,4.588871,15.98887,0.280296,5.343967,3.600691,ACCELERATE
25.1776,6.521668,4.611196,6.489101,4.588806,15.9888,0.2788753,6.163873,3.703467,ACCELERATE
24.60403,6.521887,4.611268,6.488883,4.588733,15.98873,0.279346,7.061364,3.803542,ACCELERATE
24.81193,6.522073,4.611349,6.488698,4.588652,15.98865,0.2790694,8.035753,3.902436,ACCELERATE
24.62881,6.480273,4.608743,6.531006,4.591411,15.99211,0.2792115,9.109505,4.00334,RIGHT_ACCELERATE
24.55054,6.075207,4.557709,7.017141,4.659372,16.05683,0.2791463,10.24509,4.103782,RIGHT_ACCELERATE
24.50387,5.534281,4.409548,7.877841,4.864121,16.23308,0.279184,11.41298,4.203074,RIGHT_ACCELERATE
24.58997,5.230507,4.208272,8.330506,5.078697,16.43853,0.2791534,12.60402,4.300297,ACCELERATE
24.58318,4.973627,4.000729,8.667952,5.285931,16.64345,0.2791667,13.89318,4.401365,ACCELERATE
24.57579,4.722122,3.797677,8.998136,5.488704,16.8447,0.2791575,15.23139,4.502748,ACCELERATE
24.47493,4.474945,3.598454,9.322967,5.687755,17.04227,0.27916,16.59,4.602796,ACCELERATE
23.05188,4.226935,3.398745,9.649097,5.887348,17.23986,0.2791583,17.97727,4.702568,ACCELERATE
21.60071,3.975977,3.196773,9.979229,6.089238,17.44133,0.2791593,19.41068,4.803614,ACCELERATE
20.13797,3.724272,2.994268,10.31042,6.291681,17.64083,0.2791585,20.84233,4.90285,ACCELERATE
18.66027,3.470826,2.790408,10.64394,6.495495,17.84294,0.2791594,22.30091,5.002531,ACCELERATE
17.18502,3.218348,2.587355,10.97622,6.698509,18.04413,0.2791596,23.75831,5.101331,ACCELERATE
15.69635,2.963958,2.382786,11.31103,6.903045,18.24649,0.2791602,25.22801,5.200932,ACCELERATE
14.17895,2.704938,2.174509,11.65194,7.111292,18.453,0.2791609,26.73057,5.302754,ACCELERATE
12.69407,2.451664,1.970865,12.01017,7.31491,18.65453,0.2791601,28.19868,5.40224,ACCELERATE
11.23308,2.202603,1.770618,12.58208,7.515133,18.85298,0.2791606,29.64568,5.500293,ACCELERATE
9.736531,1.947592,1.565595,13.67773,7.720133,19.06336,0.2791604,31.18068,5.604309,ACCELERATE
8.301125,1.696109,1.361371,16.60508,7.922221,19.25781,0.2791606,32.6068,5.700938,LEFT_ACCELERATE
8.197103,1.554536,1.198789,31.7416,8.038875,19.40958,0.2791623,34.08558,5.800807,LEFT_ACCELERATE
10.00412,1.698144,1.189107,13.94763,8.011329,19.40748,0.2791846,35.58368,5.9016,LEFT_ACCELERATE
