ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
49.0351,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,ACCELERATE
26.52792,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757154,3.105008,0.436119,ACCELERATE
26.49229,6.520908,4.611071,6.489859,4.588931,15.98893,0.275724,3.105008,0.4488797,ACCELERATE
26.48961,6.520906,4.61107,6.48986,4.588932,15.98893,0.2757264,3.105008,0.4530587,ACCELERATE
26.48592,6.520902,4.611067,6.489864,4.588934,15.98893,0.2757432,3.105009,0.5010368,ACCELERATE
26.48607,6.520897,4.611063,6.48987,4.588938,15.98894,0.2757457,3.105009,0.603891,ACCELERATE
26.4877,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757464,3.105021,0.703343,ACCELERATE
26.48775,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757459,3.105045,0.8017845,ACCELERATE
26.48735,6.520876,4.611048,6.489891,4.588953,15.98895,0.2757453,3.105073,0.9003708,ACCELERATE
26.48751,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757429,3.105075,1.003144,ACCELERATE
26.48768,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757449,3.105093,1.102113,ACCELERATE
26.48777,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757462,3.105124,1.202535,ACCELERATE
26.4877,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105149,1.302984,ACCELERATE
26.48757,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105149,1.403683,ACCELERATE
26.48773,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757454,3.105175,1.503043,ACCELERATE
26.48785,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757463,3.105203,1.602296,ACCELERATE
26.48752,6.520868,4.611042,6.489899,4.588959,15.98896,0.275743,3.105211,1.702209,ACCELERATE
26.48766,6.520868,4.611042,6.489899,4.588959,15.98896,0.275746,3.105231,1.803355,ACCELERATE
26.48741,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757452,3.10526,1.901226,ACCELERATE
26.48771,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757454,3.105279,2.002651,ACCELERATE
26.48776,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757446,3.105304,2.103652,ACCELERATE
26.4875,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105308,2.202928,ACCELERATE
26.48766,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757457,3.105335,2.302248,ACCELERATE
26.48764,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757455,3.105363,2.401799,ACCELERATE
26.48762,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105386,2.502325,ACCELERATE
26.48766,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757427,3.105388,2.601957,ACCELERATE
26.48779,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.105422,2.702679,ACCELERATE
26.48777,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757461,3.105451,2.80094,ACCELERATE
26.48761,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105459,2.902624,ACCELERATE
26.48767,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757459,3.10549,3.002701,ACCELERATE
26.26324,6.520889,4.611039,6.489878,4.588962,15.98896,0.2757268,3.145241,3.102739,ACCELERATE
25.91063,6.520945,4.61103,6.489823,4.588972,15.98897,0.2757051,3.327487,3.202823,ACCELERATE
25.73453,6.521016,4.611023,6.489752,4.588978,15.98898,0.275698,3.645539,3.301694,ACCELERATE
22.57005,6.521209,4.61103,6.489559,4.588972,15.98897,0.2853609,4.104609,3.403586,ACCELERATE
25.33886,6.521391,4.611063,6.489378,4.588938,15.98893,0.2780056,4.666466,3.502191,ACCELERATE
24.63808,6.52153,4.611129,6.48924,4.588872,15.98888,0.2802463,5.347789,3.601207,RIGHT_ACCELERATE
25.0485,6.346003,4.596933,6.676728,4.605813,16.00637,0.2787747,6.143852,3.70122,RIGHT_ACCELERATE
24.59051,5.948721,4.524801,7.193501,4.701521,16.09296,0.2793962,7.034337,3.801556,RIGHT_ACCELERATE
24.7962,5.773014,4.418993,7.417695,4.812279,16.20086,0.2790675,8.016572,3.902275,ACCELERATE
24.64725,5.640078,4.316453,7.573901,4.91467,16.30325,0.2792141,9.077726,4.00279,ACCELERATE
24.65813,5.51668,4.221524,7.718991,5.009504,16.4021,0.2791299,10.17538,4.100265,ACCELERATE
24.62101,5.37533,4.113039,7.885333,5.117926,16.50536,0.2791781,11.36673,4.200525,ACCELERATE
24.61198,5.233462,4.004287,8.052356,5.226637,16.61402,0.2791558,12.64825,4.303501,ACCELERATE
24.5862,5.094197,3.897595,8.216348,5.333301,16.72071,0.2791633,13.92267,4.402067,ACCELERATE
24.57402,4.947561,3.785296,8.389036,5.445577,16.83279,0.2791584,15.2717,4.503117,ACCELERATE
24.55777,4.797749,3.67059,8.565475,5.560265,16.94735,0.2791606,16.65713,4.604102,ACCELERATE
24.54877,4.649813,3.557337,8.739702,5.6735,17.05969,0.2791585,18.01992,4.701221,ACCELERATE
24.53842,4.492436,3.436869,8.925048,5.793952,17.17997,0.2791584,19.48184,4.803412,ACCELERATE
24.53008,4.337686,3.318421,9.107294,5.912386,17.29801,0.2791595,20.91865,4.902212,ACCELERATE
23.28868,4.179115,3.197056,9.294031,6.033737,17.41895,0.2791587,22.39215,5.00215,ACCELERATE
21.79445,4.018954,3.074481,9.482635,6.156299,17.54079,0.2791589,23.87767,5.102226,ACCELERATE
20.31164,3.860094,2.952907,9.669698,6.277859,17.66226,0.2791603,25.35938,5.202035,ACCELERATE
18.83978,3.702476,2.832289,9.855289,6.398465,17.783,0.2791594,26.83305,5.301301,ACCELERATE
17.34251,3.542186,2.709631,10.04402,6.521111,17.90493,0.2791605,28.32154,5.401564,ACCELERATE
15.87704,3.385346,2.589616,10.24587,6.641114,18.02477,0.2791607,29.78508,5.500146,ACCELERATE
14.36405,3.223465,2.465747,10.62168,6.76497,18.1485,0.2791592,31.29653,5.601958,ACCELERATE
12.86423,3.063034,2.342993,11.33314,6.887712,18.2701,0.2791609,32.78226,5.702036,ACCELERATE
11.34406,2.900463,2.218604,12.86118,7.012089,18.3942,0.2791595,34.29895,5.804199,ACCELERATE
9.90333,2.734261,2.100747,32.12336,7.129934,18.51199,0.2791607,35.73885,5.90119,ACCELERATE
8.437942,2.513062,1.977939,32.01287,7.267131,18.63305,0.2791584,37.23192,6.001757,LEFT_ACCELERATE
7.848927,2.348124,1.855345,31.31261,7.392779,18.70262,0.279162,38.70662,6.100935,LEFT_ACCELERATE
8.503648,2.371309,1.797348,32.50706,7.409037,18.61755,0.2791802,40.20427,6.201863,LEFT_ACCELERATE
10.65742,2.695707,1.899738,36.89538,7.314457,18.30038,0.2792057,41.67298,6.303119,LEFT_ACCELERATE
13.94353,3.457632,2.206768,10.16507,7.141485,17.72793,0.2792132,43.02015,6.401851,LEFT_ACCELERATE
16.61422,4.478323,2.693323,8.462262,6.853851,16.93883,0.2792016,44.24894,6.500291,LEFT_ACCELERATE
17.97474,5.455394,3.259568,7.476574,6.374955,15.99768,0.2791838,45.39981,6.600268,LEFT_ACCELERATE
18.08779,6.09316,3.776327,6.899476,5.796082,14.99908,0.2791736,46.50658,6.700387,LEFT_ACCELERATE
19.33293,6.992352,4.335829,6.057137,5.307477,13.90332,0.2791768,47.54296,6.801831,LEFT_ACCELERATE
22.05617,8.390599,5.064373,4.991701,4.813996,12.67915,0.2792014,48.40227,6.90259,LEFT_ACCELERATE
24.08097,9.936293,5.937551,3.989122,4.144831,11.33493,0.2791957,49.05463,7.003219,LEFT_ACCELERATE
24.31827,10.56455,6.742408,3.145905,3.293045,9.963399,0.279182,49.55265,7.101308,LEFT_ACCELERATE
24.51299,10.06682,7.359579,2.431526,2.390184,8.520365,0.2791688,50.03138,7.203413,ACCELERATE
24.55402,10.09045,7.75701,1.930406,1.739049,7.150144,0.2791639,50.5177,7.301048,ACCELERATE
24.56394,10.10431,8.033727,1.568458,1.288139,5.736809,0.2791613,51.04713,7.402381,LEFT_ACCELERATE
24.5316,9.419818,8.243749,1.304804,1.010912,4.332594,0.2791594,51.55247,7.5026,LEFT_ACCELERATE
24.55815,9.155595,8.373751,1.19138,0.8485423,2.904603,0.2791607,52.0253,7.603594,ACCELERATE
24.56642,9.160254,8.38088,1.310761,0.8459527,1.517909,0.2791614,52.49538,7.701896,ACCELERATE
24.57037,9.164752,8.294333,1.709284,0.9884363,0.1109469,0.2791598,52.98122,7.801826,ACCELERATE
24.21954,9.036384,8.120035,2.493399,1.262567,-1.287258,0.2791617,53.46986,7.901263,ACCELERATE
22.6938,8.468638,7.847909,3.655856,1.681527,-2.735605,0.2791606,53.98011,8.004354,ACCELERATE
21.5734,7.955322,7.494495,4.73298,2.168086,-4.108757,0.2791602,54.46232,8.102063,LEFT_ACCELERATE
23.15205,7.684536,7.010638,5.179999,2.588383,-5.538071,0.2791634,54.8928,8.202364,LEFT_ACCELERATE
23.51426,7.090083,6.302203,5.559867,2.920807,-6.97384,0.2791639,55.23358,8.301461,ACCELERATE
22.12667,7.050001,6.263894,6.219879,3.269901,-8.402335,0.2791604,55.57114,8.400008,ACCELERATE
20.63291,6.62964,5.89111,6.930898,3.642963,-9.888623,0.2791615,55.93234,8.502696,ACCELERATE
19.17968,6.216883,5.524809,7.629323,4.009476,-11.31304,0.279161,56.28473,8.601209,ACCELERATE
17.70282,5.794753,5.149943,8.343631,4.384477,-12.75791,0.2791608,56.6464,8.701201,ACCELERATE
16.24172,5.375492,4.777483,9.053039,4.757008,-14.19216,0.2791606,57.00805,8.800505,ACCELERATE
14.7409,4.943705,4.3938,9.78379,5.140733,-15.64462,0.2791604,57.37614,8.901098,ACCELERATE
13.28539,4.524251,4.021023,-1,5.513524,-17.07544,0.2791601,57.73994,9.000213,ACCELERATE
11.7648,4.085558,3.631119,-1,-1,-18.53829,0.2791598,58.11272,9.101562,ACCELERATE
10.29584,3.661468,3.254185,-1,-1,-19.96556,0.2791595,58.47697,9.200454,ACCELERATE
8.906068,3.241157,2.865558,-1,-1,-21.42787,0.2791598,58.84626,9.301713,LEFT_ACCELERATE
8.507578,2.998389,2.53609,82.53983,-1,-22.87517,0.2791641,59.13704,9.400925,LEFT_ACCELERATE
9.260178,2.584562,1.976502,-1,-1,-24.34745,0.2791859,59.25876,9.500347,LEFT_ACCELERATE
