ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
49.0351,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
26.52792,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757097,3.105008,0.4297137,ACCELERATE
26.49404,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757257,3.105008,0.4518174,ACCELERATE
26.48919,6.520905,4.611069,6.489862,4.588933,15.98893,0.2757284,3.105008,0.4564333,ACCELERATE
26.4854,6.520902,4.611067,6.489865,4.588934,15.98893,0.2757433,3.105009,0.5008252,ACCELERATE
26.48595,6.520895,4.611062,6.489872,4.588939,15.98894,0.2757493,3.105039,0.6006712,ACCELERATE
26.48706,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757441,3.105039,0.7026505,ACCELERATE
26.48778,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757481,3.105072,0.8002915,ACCELERATE
26.48719,6.520876,4.611048,6.489891,4.588953,15.98895,0.2757449,3.105101,0.9018725,ACCELERATE
26.48767,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757461,3.105126,1.003111,ACCELERATE
26.48762,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.10515,1.104053,ACCELERATE
26.48756,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.10515,1.200013,ACCELERATE
26.48776,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757477,3.10519,1.302014,ACCELERATE
26.48716,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757456,3.105221,1.401914,ACCELERATE
26.48749,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105229,1.501109,ACCELERATE
26.48775,6.520868,4.611042,6.489899,4.588959,15.98896,0.275746,3.105247,1.601755,ACCELERATE
26.48751,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757479,3.10529,1.701201,ACCELERATE
26.48759,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105306,1.800081,ACCELERATE
26.48757,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105306,1.902226,ACCELERATE
26.48751,6.520868,4.611042,6.489899,4.588959,15.98896,0.275748,3.105352,2.001299,ACCELERATE
26.48714,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757451,3.105373,2.103435,ACCELERATE
26.48757,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105372,2.20347,ACCELERATE
26.48779,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757485,3.105418,2.302821,ACCELERATE
26.48729,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.10544,2.401614,ACCELERATE
26.48755,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757424,3.10544,2.502109,ACCELERATE
26.48776,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757479,3.105484,2.601811,ACCELERATE
26.48734,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757461,3.105515,2.703444,ACCELERATE
26.48774,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757461,3.105537,2.803196,ACCELERATE
26.48734,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757454,3.10557,2.903527,ACCELERATE
26.4875,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757427,3.105578,3.000515,ACCELERATE
26.15045,6.520904,4.611039,6.489863,4.588962,15.98896,0.2757183,3.167772,3.101639,ACCELERATE
25.84391,6.520965,4.611031,6.489802,4.588971,15.98897,0.2757012,3.384899,3.201497,ACCELERATE
25.70129,6.521039,4.611024,6.489729,4.588977,15.98898,0.2756978,3.739525,3.301192,ACCELERATE
25.53402,6.521202,4.611023,6.489567,4.588978,15.98898,0.2780705,4.230435,3.403143,ACCELERATE
24.45986,6.521358,4.611084,6.48941,4.588917,15.98891,0.2812167,4.825856,3.50209,ACCELERATE
25.35642,6.521532,4.611147,6.489238,4.588854,15.98885,0.2786018,5.544106,3.602216,ACCELERATE
24.54704,6.515345,4.610889,6.49541,4.589115,15.98927,0.2795394,6.367311,3.702247,RIGHT_ACCELERATE
24.83257,6.248651,4.585093,6.79185,4.621447,16.02067,0.2789872,7.2777,3.801419,RIGHT_ACCELERATE
