ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
49.0351,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
26.52792,6.52091,4.611073,6.489857,4.588929,15.98893,0.2756877,3.105008,0.4100657,NONE
26.50108,6.520907,4.611071,6.489859,4.588931,15.98893,0.2757009,3.105008,0.4198473,NONE
26.49684,6.520907,4.611071,6.489859,4.588931,15.98893,0.2757041,3.105008,0.4234496,NONE
26.48582,6.520902,4.611067,6.489865,4.588934,15.98893,0.2757434,3.105014,0.510108,NONE
26.48625,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757457,3.105014,0.6058881,NONE
26.48766,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757463,3.105024,0.7026927,NONE
26.4879,6.520884,4.611053,6.489883,4.588948,15.98895,0.2757488,3.105063,0.8032837,NONE
26.48729,6.520876,4.611048,6.489891,4.588953,15.98895,0.2757455,3.105089,0.9030312,NONE
26.48729,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757435,3.10511,1.000664,NONE
26.48769,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.105133,1.101178,NONE
26.48759,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105154,1.201091,NONE
26.48764,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757427,3.105156,1.3007,NONE
26.48781,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757473,3.105186,1.403744,NONE
26.4872,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757448,3.105215,1.500926,NONE
26.48749,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105223,1.603306,NONE
26.48776,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757478,3.105257,1.703573,NONE
26.48762,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105278,1.802878,NONE
26.48757,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105278,1.90239,NONE
