ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
49.0351,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
26.52792,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757043,3.105008,0.4236685,NONE
26.49569,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757327,3.105008,0.4660712,NONE
26.48741,6.520905,4.611069,6.489862,4.588933,15.98893,0.2757345,3.105008,0.4710636,NONE
26.48572,6.520904,4.611068,6.489863,4.588933,15.98893,0.2757427,3.105008,0.5016699,NONE
26.48596,6.520895,4.611062,6.489872,4.588939,15.98894,0.2757473,3.105019,0.6025755,NONE
26.48746,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757438,3.105019,0.7028466,NONE
26.48792,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757498,3.105061,0.8020003,NONE
26.48718,6.520876,4.611048,6.489891,4.588953,15.98895,0.2757441,3.105085,0.9008666,NONE
26.48767,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757464,3.105107,1.000224,NONE
26.48774,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757476,3.105143,1.100905,NONE
26.48723,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757433,3.105158,1.201283,NONE
26.48773,6.520868,4.611042,6.489899,4.588959,15.98896,0.275747,3.105184,1.301682,NONE
26.48729,6.520868,4.611042,6.489899,4.588959,15.98896,0.275747,3.10522,1.402499,ACCELERATE
26.4875,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757428,3.105229,1.503665,ACCELERATE
26.48774,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757475,3.105254,1.601359,ACCELERATE
26.48747,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757456,3.105288,1.702155,ACCELERATE
26.48749,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105296,1.801835,ACCELERATE
26.48781,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757474,3.105321,1.903052,ACCELERATE
26.48724,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757457,3.105358,2.001875,ACCELERATE
26.48752,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105374,2.101696,ACCELERATE
26.48775,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757473,3.105401,2.201956,ACCELERATE
