ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,ACCELERATE
-1,6.52091,4.611073,6.489857,4.588929,15.98893,0.275711,3.105008,0.431149,ACCELERATE
-1,6.520906,4.61107,6.48986,4.588932,15.98893,0.2757241,3.105008,0.4489745,ACCELERATE
-1,6.520906,4.61107,6.48986,4.588932,15.98893,0.2757291,3.105008,0.457505,ACCELERATE
-1,6.520902,4.611067,6.489864,4.588934,15.98893,0.275742,3.105008,0.5009947,ACCELERATE
-1,6.520897,4.611063,6.48987,4.588938,15.98894,0.2757459,3.105011,0.6075971,ACCELERATE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757442,3.105011,0.7025535,ACCELERATE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757449,3.105026,0.8050649,ACCELERATE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757445,3.105039,0.9075607,ACCELERATE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757442,3.105053,1.001047,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105069,1.10515,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105084,1.200006,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.1051,1.301208,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105115,1.402657,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105133,1.504366,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105149,1.600899,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105166,1.704367,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105181,1.805101,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105199,1.906656,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105215,2.006048,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.10523,2.101635,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105242,2.203266,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105257,2.302054,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105274,2.405078,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105286,2.500108,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105301,2.605146,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105319,2.707558,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105331,2.802439,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105345,2.903304,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105361,3.003412,ACCELERATE
-1,6.520887,4.61104,6.489881,4.588961,15.98896,0.2757271,3.142097,3.10023,ACCELERATE
-1,6.520941,4.61103,6.489825,4.588972,15.98897,0.2757053,3.324678,3.201807,ACCELERATE
-1,6.521015,4.611023,6.489754,4.588978,15.98898,0.2756978,3.652561,3.303483,ACCELERATE
-1,6.521197,4.611029,6.489571,4.588973,15.98897,0.2847887,4.110219,3.404692,ACCELERATE
-1,6.407592,4.602255,6.607949,4.598889,16.00125,0.2787482,4.68958,3.505861,RIGHT_ACCELERATE
-1,5.913016,4.544473,7.264203,4.6902,16.08268,0.2798916,5.367169,3.604959,RIGHT_ACCELERATE
-1,5.309824,4.412804,8.449789,4.927489,16.26976,0.2790155,6.148676,3.706403,RIGHT_ACCELERATE
-1,4.922834,4.206829,9.275397,5.191059,16.49869,0.2793009,7.00113,3.805654,ACCELERATE
-1,4.647413,3.970867,9.694167,5.426679,16.73433,0.2791394,7.976824,3.90821,ACCELERATE
-1,4.377322,3.739313,-1,5.657759,16.95587,0.2792093,8.962065,4.003729,ACCELERATE
-1,4.133452,3.49361,-1,5.880201,17.18699,0.2791429,10.07202,4.10434,LEFT_ACCELERATE
-1,4.0143,3.285531,-1,6.027841,17.36658,0.2791753,11.23739,4.203596,LEFT_ACCELERATE
-1,3.81076,3.11329,-1,6.197099,17.53711,0.2791529,12.42332,4.300042,ACCELERATE
-1,3.567198,2.914477,-1,6.396007,17.7342,0.2791645,13.75127,4.403975,ACCELERATE
-1,3.32744,2.718708,-1,6.591847,17.92887,0.279158,15.03938,4.501577,ACCELERATE
-1,3.060142,2.500366,-1,6.810226,18.14616,0.2791612,16.46164,4.6064,ACCELERATE
-1,2.800606,2.288322,-1,7.022281,18.35462,0.279159,17.8171,4.704003,ACCELERATE
-1,2.539243,2.074768,-1,7.235837,18.56602,0.2791593,19.18633,4.800741,ACCELERATE
-1,2.249953,1.836864,-1,7.472384,18.80053,0.2791589,20.7078,4.906425,LEFT_ACCELERATE
-1,2.088135,1.647815,-1,7.613879,18.97317,0.2791601,22.11183,5.00227,LEFT_ACCELERATE
-1,2.076183,1.559304,-1,7.65844,19.04734,0.2791635,23.56389,5.100032,LEFT_ACCELERATE
-1,2.017459,1.505608,-1,7.708507,19.10086,0.2791621,25.11069,5.203948,ACCELERATE
-1,1.987094,1.457792,-1,7.748678,19.14455,0.2791604,26.57511,5.30232,LEFT_ACCELERATE
-1,2.08729,1.475023,-1,7.72498,19.12219,0.2791625,28.042,5.400842,LEFT_ACCELERATE
-1,2.138799,1.508268,-1,7.691767,19.08986,0.2791612,29.58954,5.504763,ACCELERATE
-1,2.169541,1.530135,-1,7.669897,19.06849,0.2791615,31.06422,5.603777,ACCELERATE
-1,2.190782,1.545268,-1,7.654762,19.05323,0.2791599,32.52553,5.701889,ACCELERATE
-1,2.237684,1.563908,-1,7.636714,19.03295,0.2791608,34.09084,5.806991,LEFT_ACCELERATE
-1,2.513898,1.656688,-1,7.566981,18.9352,0.2791647,35.52336,5.903502,LEFT_ACCELERATE
-1,3.171369,1.930593,9.772817,7.417949,18.67099,0.2791877,36.93932,6.000449,LEFT_ACCELERATE
