ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757025,3.105008,0.4216712,NONE
-1,6.520907,4.611071,6.489859,4.588931,15.98893,0.2757175,3.105008,0.4384522,NONE
-1,6.520906,4.61107,6.489861,4.588932,15.98893,0.2757229,3.105009,0.4465765,NONE
-1,6.520902,4.611067,6.489865,4.588934,15.98893,0.2757425,3.105009,0.5030616,NONE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757463,3.105012,0.6107358,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757444,3.105015,0.703748,NONE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757452,3.10503,0.8064673,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757442,3.105045,0.9067141,NONE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757443,3.105061,1.007474,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105074,1.103131,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105091,1.202915,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105107,1.302223,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105124,1.402112,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105139,1.504244,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105157,1.605211,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.10517,1.705169,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105187,1.80373,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105202,1.906727,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105218,2.00637,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105232,2.106973,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105247,2.206079,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105263,2.305439,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105278,2.401462,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105293,2.505015,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.10531,2.606609,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105324,2.705663,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105339,2.804626,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105356,2.904362,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757434,3.105365,3.002362,ACCELERATE
