ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757015,3.105008,0.4205722,NONE
-1,6.520907,4.611071,6.489859,4.588931,15.98893,0.2757179,3.105008,0.438893,NONE
-1,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757229,3.105009,0.4466446,NONE
-1,6.520902,4.611067,6.489864,4.588934,15.98893,0.2757423,3.105009,0.5014418,NONE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757459,3.105009,0.6111432,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757452,3.105016,0.7059189,NONE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757442,3.105027,0.8002223,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757447,3.105046,0.9057304,NONE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757443,3.105061,1.001929,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105076,1.10353,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105091,1.203317,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105106,1.30687,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105119,1.405452,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757446,3.105137,1.503534,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105154,1.603733,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105167,1.707006,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105185,1.804574,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.1052,1.902338,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105211,2.000489,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105225,2.100719,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105243,2.207022,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105261,2.305688,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105273,2.403811,NONE
