ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,ACCELERATE
-1,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757071,3.105008,0.4268323,ACCELERATE
-1,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757194,3.105008,0.4408943,ACCELERATE
-1,6.520906,4.61107,6.489861,4.588932,15.98893,0.2757244,3.105008,0.4494883,ACCELERATE
-1,6.520902,4.611067,6.489864,4.588934,15.98893,0.2757423,3.105007,0.5043074,ACCELERATE
-1,6.520897,4.611063,6.48987,4.588938,15.98894,0.2757461,3.105011,0.605446,ACCELERATE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.275744,3.105011,0.7072696,ACCELERATE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757447,3.105026,0.8028521,ACCELERATE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757447,3.105042,0.9011441,ACCELERATE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757437,3.105054,1.001646,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.10507,1.107864,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105083,1.205922,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105097,1.300002,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105113,1.403925,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105128,1.506583,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105145,1.601896,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105162,1.702428,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105175,1.80467,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105192,1.906424,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105208,2.000296,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105225,2.103643,ACCELERATE
